Unique user id,PC1,PC2,PC3,PC4,PC5,PC6,PC7
User 1,2.40757282576452,-0.07303857795326281,0.18536018456138983,0.16240024240783982,-0.8406620432368171,0.9203138643023311,0.41485875437151093
User 2,5.311237284176288,-0.022500144803917693,0.6548359033947082,-0.0349823910513313,-0.22570432346535843,1.902049731421912,0.30324200004264384
User 3,-0.8078392794515874,-1.7769506956396621,-0.8506605228425231,0.7505974686891926,-0.6463490487417399,-0.3000828912952822,-0.155406351557545
User 4,-1.0653459777400602,0.8564009853771395,0.9586539115657737,0.12635461444711188,-1.2013665978286907,-0.7826804112496809,0.9495531508504895
User 5,0.9872462719309018,-0.07677671575509619,0.738679212174878,-0.8499466604020021,0.8495368703480121,-1.4019899246745966,-0.5683791421126705
User 6,-2.952039246127242,0.31164071542911953,-0.14669133311406132,-0.5575852131823048,0.4757967500771236,0.8751873111022457,0.20081606730959428
User 7,-2.043373531130656,-0.6798093491352686,1.0992769756764118,-0.22837196234834362,1.2929304636433883,0.32380820216482975,-0.47008665493636603
User 8,-1.6582155055653536,0.317659912389161,0.6692936478920753,0.011907570419623686,0.1960268809758522,-0.24127157109720687,-0.3155350852233575
User 9,0.6719851635610437,-0.39229957246670666,0.3264628081034404,0.8480313577336924,0.37356532988667185,0.2694092450645501,0.6102798918713097
User 10,-1.5325018649589843,2.121503542133276,0.26384002094339915,-0.5221261206491802,0.4486560867163399,0.7457735411883322,-1.4054442550780086
User 11,1.2893803051101251,0.5882203709571764,-1.8438914224557763,1.0777431894948908,1.9089080868965975,-0.04069828951368857,-0.44360597822503
User 12,-1.5887130651640569,2.0763806486516754,1.6412772821629373,0.5299338407506917,1.1926108093958372,1.535698842490323,2.2570606083386235
User 13,2.675342852899714,-1.1046775899156713,-0.06224838219564712,-1.3876505201334357,-1.4848573513713512,-0.07903356825804454,0.8428453624221106
User 14,1.5310619521812987,1.4565306507166305,0.03201000944966549,-1.012194195604731,-1.545450390805235,0.8567702165092833,-0.16698297250362915
User 15,3.4789079747619422,0.5827118115794265,-0.5034040774658719,-0.3923338624385812,-0.6538562100620254,1.2890365507412227,0.18089851388373981
User 16,2.560245378895159,-0.21453000459238025,1.055433804097126,0.275882297956576,0.671981091693739,1.311761473720215,1.3519942017866837
User 17,-1.3405246830350606,-2.382678085423111,0.45032941966900497,-0.7727878104043641,-1.0588475527503065,0.2195964023617068,0.20846884443053737
User 18,2.8796593024916683,-0.10030532404887939,0.3154279312400111,-1.14805945438879,-0.9197845526072337,-1.054179544896593,2.1795704398376015
User 19,1.1225706679475407,1.1716706412932174,-0.3521750153387726,-0.6107727604337351,0.5028375734706005,0.3685883997877728,-0.15288746194058914
User 20,1.7525746003104086,-0.7705735352567473,-0.6865076778199626,-0.9636894618011438,-0.25145733140856524,-1.029281159818013,0.4703893797015741
User 21,0.22240270126346617,-0.7563662362490241,0.824069783152402,-0.6776702555862559,1.4723407490752862,-0.03175243581158223,0.0113199143413442
User 22,-1.542377895720708,-0.13155878470654833,0.7078487077971108,0.01653214946666657,1.989765418457201,-0.007781113996968771,-0.03937749149621839
User 23,-3.372129187982397,-0.08194340418275928,0.685747249434932,-0.14795160286046946,1.9016868598548147,0.17719478862345756,-0.6526601936267197
User 24,-1.6098191130056978,0.6938924418701151,1.3603732044703545,-0.23425120316459536,0.25443615416232146,0.04286777846328569,-1.0822032514931073
User 25,0.7268083229636884,-0.11789777368087376,-1.028749992744523,0.5226194239077704,0.03544242595360297,0.5871736614107312,-1.1244354484807852
User 26,1.9894652951020906,-0.976199818310448,3.3135996894448225,-0.31070137180366936,-1.4742823020701399,1.9293600249799914,0.9380019486162132
User 27,3.1578070503562015,-0.9558233180457779,1.3447119747318077,0.015589219652321362,0.5743423982171942,0.18379291736533343,-0.4980418877651389
User 28,0.686774749133558,-0.9858685185701197,0.04834026277747575,0.17434201517667255,0.26652750180640167,-0.5445560140915098,0.08773482363482615
User 29,-2.5145814706849055,-0.4020226517730128,1.325419588175327,-0.09529061411237787,-0.7957741052699268,-0.13212421115376852,-1.1309201455177906
User 30,4.47516785075878,-0.05368427509780639,-0.3131775018732651,-1.9983329773077063,0.581629088117638,0.1462779763250719,-0.6044846427122813
User 31,2.7958018396366926,-0.8618760227929136,-0.07664479166431368,-0.8693322190094211,-1.0905156590164173,0.015999974843345692,0.04682970968314881
User 32,2.318915620614372,-1.0836630877672313,2.012252387729367,-0.08004775275561364,-0.5660112118956537,0.5348567988217034,0.8830666950361467
User 33,2.272837608127673,1.5347337240750922,0.9467517601815234,-1.1736741361001188,0.8381271708341684,0.5070721303034144,-0.03635516842267461
User 34,0.08305693430256392,1.0753094369822542,-1.1197415831415145,0.7647938387537393,0.3253110918353795,0.09945452263419838,-0.4812688556710458
User 35,-1.2636919488636351,0.9942969705937083,-0.8512563769765261,-0.3543912613475745,-0.534224887415212,0.5951752667113028,-0.30011591738698523
User 36,-0.8834394011046045,0.09713454405660557,-1.097454878736701,-0.5810982883986302,-0.6897468399193424,-0.357572975999099,0.33271896951978774
User 37,-1.2231204737329782,-0.47726360776576865,0.5262654755587844,-0.5452292275485027,-1.4877050551110873,0.5270934946919846,-0.34116617340916994
User 38,-1.3816976531107688,0.38102589335702264,-0.40779921442044564,0.19063381897182746,-0.7410143709606859,0.7431626681671906,0.18014053751274012
User 39,2.185149890597019,-0.622820800801322,0.15466645758572545,-0.6948032092629479,-1.7156206910039402,0.053237195476313975,0.6620090407492005
User 40,-0.9056961289282,-0.9675590675858992,-1.175179022681131,1.6390102100678061,-1.1791823578791172,0.12702218031379506,0.2028554113946205
