PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
1.0698580636784452,-0.3775572221285684,0.23391566480357617,-0.10767469355672057,0.6622481884598214,1.2010245486155022,1.4222171955601142,0.06114238335724374,-0.1250860455022034,1.4997946004817546,-0.5778818672716973,0.5696498063290504,-0.6517045196326425,0.7012722843600905,1.0768490669209705
-0.12314327205398412,-0.5631772772002296,0.2600356714137263,0.8013887176894612,-1.7665490179829855,-1.9477301749163465,-0.7916466217280118,1.3234504241581637,0.13595676294581469,0.27744943523983884,0.943095070772473,1.1344634876974582,-0.9663611797904474,1.209402353547791,1.0393227344654705
-1.3791082943827666,1.3302337871961678,-0.029165249022670186,1.1399405545466539,0.8400938027956092,-0.8585270438913888,0.0004544609282170116,1.2753112982910053,-1.8726078684976195,0.6467888694412433,1.046066034417349,-1.958143909205639,1.1396299936192151,-0.6377553125557993,1.4356557066782303
0.7993203833423382,-0.0006278931037896786,0.17795520886607774,-0.4813570785603835,0.005670171335303291,0.20337572856826705,-1.795631068901216,-1.5281971984041631,0.8909560898970554,-1.259850496047118,-0.001986750453324953,-1.0316805140867154,-0.9164159510553874,-0.5709819127198134,-1.004538278875647
0.5333381132646864,0.9437783043845962,-0.2913557984626536,-1.119566925782115,-0.9237712607065911,1.1616141939820472,0.333026412888087,-0.22970006386120462,-0.23106262096297225,-0.9054070833712483,-0.3635747465266826,0.02194375339930254,-0.8926953405200714,-1.3286936889402519,-1.490809349361008
0.8433201039828271,0.6356548959284972,-2.143087243298153,1.1195725322915275,-0.8579336782409261,0.6935138237192265,-1.4577752488579183,-0.3397611980053154,-0.47486038818360504,-0.6622829215356842,-1.104676991943459,1.4780387106767854,0.6432171927196293,-0.33649162714523223,-1.0249261305305133
0.057585774284763545,0.5224287938646701,0.10156272220964127,0.2227443798522606,1.2534113919386318,-0.11972676483318356,2.51763797870278,0.20418135017649233,-0.45371021828593217,-1.145122403543787,0.8060897033160466,-0.2840057348636624,-1.0983460286962616,1.6783077785064648,-1.2385512177673477
-0.006925123965001255,0.4688397488468169,-1.3953727181081381,1.2724597837574616,2.033345726933381,-0.6492606691993745,0.8352621039593604,-0.6702997640029371,-0.03878791801093625,-1.6415681783851412,0.5757788072116473,-1.1904593029356365,0.13542001680216437,-0.04959312922126297,-1.1262624541647868
-0.21659892465737215,1.026423497173297,0.8006432696846283,0.6546110471015255,-1.174102019005852,-1.1289324513808474,0.7219852950951918,-0.9413276368327604,1.7022621495798818,0.8204919084018724,1.5863558737183105,1.1946716354576252,-0.07691978799115702,1.1167266478405673,-0.2714446453736328
-0.7452259047690475,-0.10354627557182686,-0.2513128490034928,0.6549382415516987,-0.4204740587453937,2.7051787918474512,-0.4558870967550987,-0.49981237838827625,-0.4678269244952323,-0.05377970871435846,-0.5520106295863297,1.0778546182424464,-1.7061885938388046,-0.5018507710965303,0.344495535383285
0.31656065122136656,0.896886484644699,-0.15613966331396853,0.22767210354304904,1.1799549594619907,-1.1411787875231776,0.9809627450614209,1.2013509845598829,0.6341334351213643,-0.7304760090755943,-2.071226723616275,-0.405070345458346,0.7866707132448246,0.9317755864920386,-0.5619949705794253
-0.6790010609566953,0.8702149651717505,-0.4319808216016986,-1.384104435831557,-0.16914039624967112,-1.152972723581337,1.1164346460429981,0.48019169886420354,0.6662668969260024,-0.8032333841350066,-2.350787809856193,-1.2079688413793057,-0.18059856789565099,0.09947529854348096,1.4508664631216173
-0.3802387268987762,1.8720139260183042,1.3570309041212931,-0.7372543449314763,0.898560701626025,0.37908400272492154,-1.1499643264576975,-0.5543710595601244,-0.59635032295374,0.2993673662046721,-0.052267968925248084,1.4193463423209594,-1.245691894423944,-0.521008197012511,1.140038004055785
-0.6098928870172915,-0.022464058065577542,-0.596271001189032,0.2463702251836941,0.11929538861053843,-0.6885431829459194,1.3788635520533188,-0.8728739483678005,-0.8075997210574698,-1.2603435157540015,0.1542420366585073,-1.4297712296239014,0.9596401051355925,0.19535017236864013,-0.04080412266349714
0.5338989732494045,-0.6836571844517584,0.8762203937540386,0.3889744242147453,0.6827294091434253,-0.5107205548910726,0.6227421561929387,-0.2002423913339122,0.25665343105877225,-0.8233158290004483,1.7962375578506165,-0.09823623346208536,1.1491977822183834,-0.6441238351567997,2.5308676885822208
-0.27478005427765145,-0.17375569222242843,-0.1411380888432333,-1.4171441539703735,1.1413762279507291,-0.02877577516347279,0.4930574810599201,-1.1015801469375037,-0.7817052955269617,1.0368921713675385,1.6424294758867346,0.8787411458973391,-0.48877064907983964,1.5183544727317906,0.006573522975496773
0.2766221500182621,-1.2292401906744415,-0.7369399274075447,-0.5333363059597526,0.885271242201144,-2.095359822302827,-0.18301808675234618,1.5014098003313607,-0.30829823562504827,-0.3272544738022295,-0.11276459438317409,0.5789990993874775,0.3526708879603085,-0.7522736521700503,1.2757983559415094
0.21198092771235585,0.5470973897059264,-0.142168454388085,-1.7828850569913977,-1.1940000009931844,-0.4217888711657177,1.1270398944944564,-0.132346611311864,-0.5444393527520354,-0.5412709961471731,-0.6705532625839133,-0.04164823211263289,-0.8067445903977121,-2.2617458638290655,0.03537498576623039
